0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
-0.8755632581539876,0.5750160230308738,0.1675167190560812,-0.042358616682834,-0.49033425661718694,-0.20292412198291626,0.7987831633782767,0.9940447026750958,-0.006027369568641583,-0.6331236295778214,-0.10426511632741375,0.9158043438650374,0.9983764009797357,0.92251114133748,0.9633387398703359,0.8681132810698878,0.6162513234523765,0.937930548817344,0.660232643213829,0.5681933631431414,0.932156683653623,0.2441959385505716,-0.28685104916482856,0.9533273564066684,0.8800141342648102,0.12405114572121442,-0.09027675823474664,-0.8507984344545859,-0.9753557436776863
-0.8755392616050348,0.5747394494456965,0.16768458812343887,-0.042444390096516516,-0.4903073092409836,-0.20298781762825677,0.7987925773568909,0.9940468873461706,-0.006024554056288212,-0.6331249068071548,-0.10424782551457068,0.9158393544316401,0.9983778504816512,0.9225540601549,0.9633483430454439,0.8681827096501158,0.6162724815621197,0.9380171248525552,0.6601489849555368,0.5681595261413348,0.9322325029161544,0.24414174114404924,-0.2871045249158275,0.9533695063532182,0.880012180126982,0.12394966331892218,-0.09019304901035118,-0.850858172767079,-0.9753591860158963
-0.8755234514842692,0.5744889013478136,0.16783850998240496,-0.0425238961761541,-0.49027924121803496,-0.20304923929935284,0.7988039748567227,0.9940486724768661,-0.006021620495118674,-0.6331245717077787,-0.1042330038603449,0.9158731444310109,0.9983792483207209,0.9225945211643113,0.9633618161009565,0.8682484126819218,0.6162905756341979,0.9381001484704019,0.660081980052422,0.5681301861859834,0.9323013778543646,0.2440884781009685,-0.28733099803498136,0.9534110810015791,0.8800121863178271,0.12386443839968259,-0.0901158976907342,-0.8509120302578005,-0.975368218024279
-0.8755148898040556,0.5742687978826468,0.16797581895276878,-0.04259599335613255,-0.49024749495168457,-0.20310869796971548,0.7988167929035275,0.9940497316398131,-0.006018925398475261,-0.633120863799118,-0.10422201248536445,0.9159040687416495,0.998380529311377,0.9226290741458888,0.9633807256039681,0.8683114143789756,0.6163061474908127,0.9381770530810775,0.6600366108399827,0.5681092678687953,0.9323661436046039,0.24403449767802182,-0.2875218404402178,0.9534513160282764,0.8800158669965772,0.12380002659546288,-0.09004623705349366,-0.8509588673907064,-0.9753853094148328
-0.875514601257185,0.5740830455913013,0.16809439472308016,-0.04265971031676355,-0.49021710610023134,-0.20316366754237397,0.7988310855863894,0.9940507314986533,-0.006017698229065727,-0.6331160642448179,-0.10421470474506495,0.915933636963292,0.9983817499076963,0.9226621707633357,0.9634025538656705,0.8683747611068433,0.6163209731004682,0.9382539039681819,0.6600003590657537,0.5680916800081011,0.9324208250267187,0.243982315797158,-0.28769081026019083,0.9534930593407688,0.8800221650776645,0.12374708845577431,-0.08998666869655489,-0.851004295590833,-0.9754050071676617
-0.8755220936561772,0.5739355182572727,0.16819205073620946,-0.04271424234526766,-0.490188278769121,-0.20321361710508717,0.7988464699783295,0.9940517623056729,-0.00601897248166916,-0.6331098297354412,-0.10421214123858275,0.9159614951609398,0.9983828945922334,0.9226931938252966,0.963426226485449,0.8684325816364508,0.6163311599019481,0.9383249875567558,0.6599772958086275,0.5680760913937469,0.9324654594700033,0.24393239996191096,-0.28783102742395494,0.9535333954356153,0.880028697844255,0.12370860624745084,-0.08993445289630461,-0.8510425207001588,-0.9754271197502501
-0.8755365231191069,0.5738285859107475,0.16826745064772947,-0.0427590893681432,-0.49016124222367224,-0.20325815170967665,0.7988624570141232,0.994052943863031,-0.006023730656019799,-0.6331018756885515,-0.10421521351989665,0.9159873991491017,0.9983839528233468,0.9227220406496732,0.9634515823436833,0.8684855657525061,0.6163372937847952,0.9383903172631031,0.6599658803132059,0.5680625665485839,0.9325013743246696,0.24388470503007537,-0.28794396844254366,0.9535723866055852,0.8800355838273457,0.12368323883307919,-0.08988917395050536,-0.8510742511382003,-0.9754513201323097
-0.8755569246032712,0.5737633321400428,0.16831999625922442,-0.04279401268730172,-0.4901362264124916,-0.20329701413315665,0.7988785449037575,0.9940544072746673,-0.006032814321020541,-0.6330919905886533,-0.10422459995400907,0.9160112253092787,0.9983849194083255,0.9227488142788038,0.963478403311715,0.8685344429913482,0.6163400746605097,0.9384500346679621,0.6599644185490519,0.5680511190367764,0.932530167229576,0.24383919465204196,-0.2880322060483642,0.9536101310242421,0.8800428935211315,0.12366932515421947,-0.08985021362021334,-0.8511003197718087,-0.9754773017581545
-0.8755827349027102,0.5737406721299803,0.16834924120937322,-0.04281884633233321,-0.4901134669493496,-0.2033300293263956,0.798894414785954,0.9940562737645029,-0.006046903999156528,-0.6330800363380266,-0.10424084230624064,0.9160329905163602,0.9983857948392899,0.9227739584051811,0.9635065663522726,0.8685796958815039,0.6163402372182997,0.9385045189801138,0.6599716301763736,0.5680416560815351,0.9325538156223262,0.2437960480544097,-0.2880989750895965,0.9536467552473571,0.8800506806264341,0.12366530233630973,-0.08981653021758997,-0.851121515460881,-0.9755051847779429
-0.875613802508693,0.5737611528257778,0.1683550134909161,-0.04283355638404268,-0.4900931067704261,-0.203357182949647,0.7989099503167919,0.9940586435305427,-0.006066482567347764,-0.6330659152748516,-0.10426432916079453,0.916052854777986,0.9983865854992361,0.9227980635813419,0.9635360790028287,0.8686217611854443,0.6163384105859895,0.9385543633030904,0.6599866890422961,0.5680340215732423,0.9325741301922967,0.24375537291680732,-0.2881474920586832,0.9536824831087171,0.8800590003271886,0.12366993262696549,-0.08978701261975247,-0.8511385300036115,-0.9755353413805555
