-5.552388249487495e-05,5.820718097637576e-05,-2.82220915708358e-05,-7.140818974495824e-06,-3.772088301668543e-05,-1.0796726759572517e-05,5.326998238058719e-05,5.619425026080738e-05,0.0,5.622573519261617e-05,4.449779359095243e-05,3.4133736859916495e-05,3.6508285349977313e-05,2.5277496562626357e-07,-2.156925675472984e-07,-4.076216715286882e-08,-1.6658567745621664e-08,-2.801778703079604e-08,4.2142367800502386e-08,1.760238533204459e-05,-2.7749350520971482e-05,-5.234125505943695e-05,-5.486106728190292e-05,2.876476791199002e-07,-1.3787769609393248e-07,5.965858147957826e-08,1.1527574891170634e-08,8.23068484165217e-09,-4.712360644439003e-09
-0.00047251697382910045,0.0004946892086470526,-0.00024045735138102057,-6.075330024526486e-05,-0.0003209096128812022,-9.186862980724772e-05,0.00045320991252898384,0.0004780979742151838,0.0,0.00047835733921386056,0.0003785791737186223,0.00029040022510711395,0.00031060681075483984,2.1398623141004373e-06,-1.8279037716614903e-06,-3.464374719666005e-07,-1.410754142926176e-07,-2.3729818737471168e-07,3.5690671295235384e-07,0.0001497570628566206,-0.00023607845232447475,-0.00044530716652352244,-0.0004667483253576899,2.4393345169576236e-06,-1.1641379697941813e-06,5.092756507547831e-07,9.763758436192689e-08,6.971279326402868e-08,-3.990856602102531e-08
-0.002011347388973722,0.0021023290628052345,-0.001024991547459059,-0.0002585233659388496,-0.001365485033603289,-0.00039098676156521276,0.0019285146168540462,0.0020344648335055555,0.0,0.002035525029768042,0.0016109493140788658,0.0012357078883266526,0.0013217146345160776,9.044820301955279e-06,-7.738178913955502e-06,-1.4723872771641118e-06,-5.965076113301184e-07,-1.0034889433582556e-06,1.5091874114393933e-06,0.000637249602463155,-0.0010045312127660013,-0.0018948792715799466,-0.00198613269203173,1.0335087957721839e-05,-4.903771414762334e-06,2.1766355116742236e-06,4.1291378319794887e-07,2.948181697939837e-07,-1.6875090481726424e-07
-0.005849755810341581,0.006103045633996082,-0.002985854439119873,-0.0007516053342942352,-0.00396960191614219,-0.0011369134349201722,0.005606672334925437,0.005914846317937855,0.0,0.005917784185511893,0.004683450078235128,0.00359246435254531,0.003842585334955586,2.6067793967912994e-05,-2.2349800067006568e-05,-4.274832332881343e-06,-1.7196286228304316e-06,-2.8932659947776254e-06,4.3509605445080075e-06,0.001852637113491059,-0.0029202915757223667,-0.005508859534072185,-0.00577421124482737,2.9879074407342256e-05,-1.4072046751917467e-05,6.363048870289309e-06,1.1905991548411662e-06,8.500865904939299e-07,-4.864970455749682e-07
-0.013339529384978422,0.013888993403878492,-0.006820669161981325,-0.0017132347891665675,-0.009047749224545888,-0.00259201577965609,0.012779771809637942,0.013482587635010378,0.0,0.013488926269556603,0.01067543670690145,0.008188492380518607,0.008758812901701737,5.8775118846338436e-05,-5.053577635921755e-05,-9.730093725370352e-06,-3.877756898465719e-06,-6.525157416183171e-06,9.811858378493147e-06,0.004222860386488078,-0.006656134019210015,-0.012556746173518766,-0.013161726293667495,6.763340472466331e-05,-3.1561428593366674e-05,1.4600697704802977e-05,2.6853745007246142e-06,1.9173867277478758e-06,-1.0970841238861667e-06
-0.025765879499193536,0.0267702863491046,-0.013198277181126811,-0.0033077775133549705,-0.0174672367110522,-0.00500547680748175,0.024673587685762267,0.02603122984585609,0.0,0.026042744954884584,0.020610884806425638,0.015809056671633438,0.016910572446786502,0.00011198621312423582,-9.663845291115256e-05,-1.8758127577475506e-05,-7.388250081313604e-06,-1.2433824756210575e-05,1.8695074698766456e-05,0.008152941863657722,-0.012850114344869589,-0.024242834345864727,-0.025411149108985617,0.0001294857410209388,-5.9759219911336796e-05,2.8408634686941502e-05,5.117538784379784e-06,3.6540842670852938e-06,-2.0903136013884076e-06
-0.044184818111474414,0.045807712346231995,-0.022674609425632757,-0.0056698864166384024,-0.029938159735363505,-0.00858173115542474,0.042292102903794745,0.04462044667318499,0.0,0.04463892163906425,0.03532850514780735,0.02709723912471083,0.02898605084635655,0.00018896596374544034,-0.0001638054729625395,-3.2104655930038755e-05,-1.2464945034555701e-05,-2.097972353279828e-05,3.154163023860733e-05,0.013974613314380173,-0.02202458944697252,-0.041553443643023616,-0.04355654416802743,0.00021975820468450588,-0.00010010045401078984,4.9124928238791095e-05,8.635828530285328e-06,6.16651203635003e-06,-3.526679143476117e-06
-0.06932452591495061,0.07171426745489386,-0.03564031000664356,-0.00889192885518965,-0.04694710479732628,-0.013461370195706604,0.06632375465046597,0.06997707090119676,0.0,0.07000405819476498,0.05540341419949454,0.042493872399251,0.04545717323656806,0.00029096619761593136,-0.000253607908547565,-5.027006187798581e-05,-1.918844113221272e-05,-3.2298871318790246e-05,4.855500410798509e-05,0.02191534094190377,-0.03453741213382464,-0.06516479737164912,-0.06830699523350037,0.00034068890883968,-0.00015282409283329303,7.779908025662554e-05,1.3296705700931566e-05,9.495183030165732e-06,-5.428938051246091e-06
-0.10153806650655826,0.10481104437618627,-0.05229421731426765,-0.013018029975231635,-0.06872582755191452,-0.019712036264159963,0.0970970556725653,0.10244820054648109,0.0,0.10248482537740587,0.08111004822551954,0.062209116910587094,0.06654916633305702,0.0004170593432947029,-0.00036588883288179823,-7.34746902306574e-05,-2.7496636141081586e-05,-4.628676789331048e-05,6.957711608115896e-05,0.03208366679009588,-0.050558859971303174,-0.09539942009765084,-0.10000087989255983,0.0004922201739257026,-0.00021689945824993547,0.00011513126896785052,1.9057667487351254e-05,1.3609997176227572e-05,-7.779415722014435e-06
-0.14079612797017296,0.14502472876256162,-0.07263737783395068,-0.018043257626406184,-0.09524709267374798,-0.027327093403168645,0.1345745867202414,0.14199478835720689,0.0,0.14204161375835003,0.11241713117040922,0.08621862820960109,0.09223642018046585,0.0005642079843270106,-0.0004987937191078974,-0.00010165169572490285,-3.719163646531462e-05,-6.260999065873789e-05,9.410587580548852e-05,0.04446722958389198,-0.07006855897126402,-0.13222024083325148,-0.13859966289698158,0.0006720309929597349,-0.000290089547721717,0.00016144719795230312,2.578192205745521e-05,1.84135487509707e-05,-1.0521949756308811e-05
